100073at32523	13735_0:0024ff
76649at32523	13735_0:001b23
76673at32523	13735_0:000f17
7668at32523	13735_0:003ca0
76700at32523	13735_0:000475
76719at32523	13735_0:003dad
76721at32523	13735_0:0040ef
76762at32523	13735_0:000c5b
76807at32523	13735_0:0027c2
76828at32523	13735_0:0027d8
76884at32523	13735_0:002d6b
76969at32523	13735_0:004977
77073at32523	13735_0:003e4a
7708at32523	13735_0:000789
77165at32523	13735_0:001706
77174at32523	13735_0:0018de
771at32523	13735_0:002d9c
77335at32523	13735_0:003cc1
77387at32523	13735_0:00488e
77410at32523	13735_0:0027cf
77440at32523	13735_0:004ac4
77527at32523	13735_0:00249f
77749at32523	13735_0:002e77
77786at32523	13735_0:002d85
77878at32523	13735_0:0014c2
77894at32523	13735_0:0034d4
7794at32523	13735_0:00203a
77972at32523	13735_0:003143
77974at32523	13735_0:002c25
78134at32523	13735_0:004a17
78163at32523	13735_0:000fae
78175at32523	13735_0:001e81
78178at32523	13735_0:000769
78244at32523	13735_0:000d05
78281at32523	13735_0:001406
78429at32523	13735_0:003b27
78469at32523	13735_0:0025a9
78484at32523	13735_0:0024e8
78490at32523	13735_0:000de0
78541at32523	13735_0:001a3f
78579at32523	13735_0:0015cd
78600at32523	13735_0:00362f
78675at32523	13735_0:000c3e
78693at32523	13735_0:004933
78746at32523	13735_0:0032e3
78793at32523	13735_0:000733
78816at32523	13735_0:00427f
78827at32523	13735_0:000d8a
78888at32523	13735_0:001bfa
78906at32523	13735_0:000f73
78944at32523	13735_0:003bbe
79065at32523	13735_0:003ac2
79210at32523	13735_0:0006f9
79372at32523	13735_0:003d0b
79536at32523	13735_0:0011b4
7966at32523	13735_0:0040e9
79679at32523	13735_0:000757
79726at32523	13735_0:002043
79747at32523	13735_0:00452b
79888at32523	13735_0:002003
80110at32523	13735_0:003f34
80113at32523	13735_0:00293b
80222at32523	13735_0:0043df
80223at32523	13735_0:00400c
80230at32523	13735_0:003142
80341at32523	13735_0:000865
80443at32523	13735_0:001ec0
80447at32523	13735_0:002fbf
80456at32523	13735_0:003c71
80534at32523	13735_0:004324
80601at32523	13735_0:000be5
80695at32523	13735_0:003133
80718at32523	13735_0:002f4c
80751at32523	13735_0:0042b4
80876at32523	13735_0:00321e
80900at32523	13735_0:000ed5
80907at32523	13735_0:001ec6
80941at32523	13735_0:001ce9
8095at32523	13735_0:00221d
80962at32523	13735_0:0014b4
80992at32523	13735_0:003a9b
81029at32523	13735_0:003ea7
81076at32523	13735_0:0002cc
81150at32523	13735_0:0032e4
81152at32523	13735_0:003fb6
8118at32523	13735_0:000213
81228at32523	13735_0:001c86
81244at32523	13735_0:004a7f
81302at32523	13735_0:0039fa
81311at32523	13735_0:0026cd
81322at32523	13735_0:0035f4
81334at32523	13735_0:000b49
81392at32523	13735_0:0029d7
8142at32523	13735_0:000c74
81563at32523	13735_0:00436f
81579at32523	13735_0:0003cb
81724at32523	13735_0:00124d
81731at32523	13735_0:004832
81829at32523	13735_0:003796
81880at32523	13735_0:003250
81921at32523	13735_0:000ad2
81944at32523	13735_0:003c84
82024at32523	13735_0:0023fd
82205at32523	13735_0:0014e1
82211at32523	13735_0:0009d5
82231at32523	13735_0:00125b
82302at32523	13735_0:002c28
82303at32523	13735_0:0003a8
82304at32523	13735_0:0010ef
82309at32523	13735_0:003bfa
82312at32523	13735_0:001a71
82360at32523	13735_0:000c50
8240at32523	13735_0:000169
82500at32523	13735_0:00361d
82616at32523	13735_0:003ec5
82619at32523	13735_0:0034c4
82622at32523	13735_0:0014b6
82692at32523	13735_0:003fff
82763at32523	13735_0:004907
82934at32523	13735_0:003aa4
82937at32523	13735_0:001e85
83044at32523	13735_0:000d46
83154at32523	13735_0:0007e4
83209at32523	13735_0:004700
83248at32523	13735_0:002ce9
83291at32523	13735_0:003497
83399at32523	13735_0:0001fe
83442at32523	13735_0:003ae3
83450at32523	13735_0:0047d1
83582at32523	13735_0:002d84
83640at32523	13735_0:0046bb
83668at32523	13735_0:001ebe
83687at32523	13735_0:002228
83688at32523	13735_0:000adb
83722at32523	13735_0:002453
83777at32523	13735_0:0031a5
83849at32523	13735_0:003918
83928at32523	13735_0:001b8a
84004at32523	13735_0:004b28
84023at32523	13735_0:00376c
8402at32523	13735_0:0012ea
8402at32523	13735_0:0040e7
84030at32523	13735_0:0035e4
84120at32523	13735_0:002f3d
84134at32523	13735_0:0001db
84256at32523	13735_0:0032b4
84282at32523	13735_0:001038
84377at32523	13735_0:000bce
84404at32523	13735_0:003d00
84445at32523	13735_0:004848
84549at32523	13735_0:00478d
84623at32523	13735_0:003679
84637at32523	13735_0:0010ea
84647at32523	13735_0:00331b
84744at32523	13735_0:0047c4
84771at32523	13735_0:0043c9
84779at32523	13735_0:001cb7
84782at32523	13735_0:0037eb
84864at32523	13735_0:0000dc
84938at32523	13735_0:003512
84990at32523	13735_0:00205c
85010at32523	13735_0:004509
85149at32523	13735_0:001cb5
85312at32523	13735_0:0019eb
85343at32523	13735_0:00200a
85369at32523	13735_0:003be7
85385at32523	13735_0:002fc1
85454at32523	13735_0:002c41
85468at32523	13735_0:0032fc
85488at32523	13735_0:002e13
85494at32523	13735_0:000663
8558at32523	13735_0:003ffd
85639at32523	13735_0:0003c4
85696at32523	13735_0:00166a
85704at32523	13735_0:000b94
85705at32523	13735_0:004238
85708at32523	13735_0:004084
8575at32523	13735_0:0018c4
8575at32523	13735_0:003eb6
85827at32523	13735_0:0010f0
85843at32523	13735_0:001da6
85859at32523	13735_0:000b4f
86079at32523	13735_0:004126
86167at32523	13735_0:0046ed
86173at32523	13735_0:00051e
86203at32523	13735_0:00491d
86367at32523	13735_0:00365e
86390at32523	13735_0:0006a8
86470at32523	13735_0:00407d
86704at32523	13735_0:000aa3
86715at32523	13735_0:00153f
87016at32523	13735_0:003cbe
87110at32523	13735_0:00038a
87199at32523	13735_0:00486b
87304at32523	13735_0:00347f
87325at32523	13735_0:001487
87409at32523	13735_0:004991
87494at32523	13735_0:00156e
87559at32523	13735_0:0010e8
87561at32523	13735_0:004551
87594at32523	13735_0:001679
87602at32523	13735_0:000078
87612at32523	13735_0:00212c
87645at32523	13735_0:004662
87735at32523	13735_0:003ab9
87777at32523	13735_0:00314c
87782at32523	13735_0:000742
87859at32523	13735_0:003471
87897at32523	13735_0:001225
87951at32523	13735_0:0013df
87993at32523	13735_0:0049db
87998at32523	13735_0:0046c8
88030at32523	13735_0:0013a7
88032at32523	13735_0:0023bf
88099at32523	13735_0:00314a
88360at32523	13735_0:004386
88370at32523	13735_0:004158
88380at32523	13735_0:001780
88505at32523	13735_0:001953
88527at32523	13735_0:00203d
88530at32523	13735_0:002e57
88543at32523	13735_0:001e08
88613at32523	13735_0:000274
88654at32523	13735_0:002e6a
88745at32523	13735_0:002f1d
88759at32523	13735_0:0023f9
88771at32523	13735_0:004788
88798at32523	13735_0:00307b
88801at32523	13735_0:0037c5
88805at32523	13735_0:0023c2
88806at32523	13735_0:002924
88807at32523	13735_0:002157
88808at32523	13735_0:0008e2
88809at32523	13735_0:0047ca
88879at32523	13735_0:001637
88939at32523	13735_0:002991
88940at32523	13735_0:0015fd
89111at32523	13735_0:001e63
89146at32523	13735_0:003da6
89208at32523	13735_0:0035ab
89398at32523	13735_0:002980
89516at32523	13735_0:002c11
89533at32523	13735_0:002055
89606at32523	13735_0:004544
89660at32523	13735_0:001d10
89676at32523	13735_0:004281
89794at32523	13735_0:001bb9
89853at32523	13735_0:003f76
89875at32523	13735_0:004b00
89910at32523	13735_0:002922
89925at32523	13735_0:0029c3
89939at32523	13735_0:003d6b
89944at32523	13735_0:00186a
90019at32523	13735_0:0010e6
9015at32523	13735_0:001b3e
90233at32523	13735_0:00083d
9028at32523	13735_0:00308d
90405at32523	13735_0:0034ca
90571at32523	13735_0:00041c
90623at32523	13735_0:0045f4
90638at32523	13735_0:000fe4
90652at32523	13735_0:003d9d
9072at32523	13735_0:001192
90752at32523	13735_0:001dd6
90755at32523	13735_0:00030a
90775at32523	13735_0:001fd5
91010at32523	13735_0:0031ec
91015at32523	13735_0:002696
91024at32523	13735_0:0013a6
91026at32523	13735_0:002456
91040at32523	13735_0:003dbe
91043at32523	13735_0:0037cb
91084at32523	13735_0:003885
91107at32523	13735_0:001c6f
91147at32523	13735_0:0037bf
91212at32523	13735_0:0019d3
91390at32523	13735_0:0047a4
91565at32523	13735_0:000c5a
91600at32523	13735_0:0011a5
91605at32523	13735_0:004a3f
91609at32523	13735_0:00218f
91631at32523	13735_0:00161e
91656at32523	13735_0:0028d7
91728at32523	13735_0:003c1c
91732at32523	13735_0:00175c
91904at32523	13735_0:0021a9
92004at32523	13735_0:002a93
92017at32523	13735_0:003d1b
92115at32523	13735_0:000409
92296at32523	13735_0:002a13
92317at32523	13735_0:002771
92336at32523	13735_0:0032b9
92357at32523	13735_0:003ca2
92478at32523	13735_0:000df9
92493at32523	13735_0:0012bf
92495at32523	13735_0:00231c
92675at32523	13735_0:000272
92683at32523	13735_0:002363
92697at32523	13735_0:0047b0
92700at32523	13735_0:00335c
92700at32523	13735_0:003561
92714at32523	13735_0:003877
92810at32523	13735_0:000858
9283at32523	13735_0:000832
92842at32523	13735_0:004266
92861at32523	13735_0:0029fa
92890at32523	13735_0:004233
92893at32523	13735_0:0020d9
92917at32523	13735_0:001ecc
92962at32523	13735_0:004655
93080at32523	13735_0:0031ce
93139at32523	13735_0:0037fc
93141at32523	13735_0:001ec3
93143at32523	13735_0:0028da
93188at32523	13735_0:003840
93219at32523	13735_0:0010f8
93246at32523	13735_0:0004e6
93246at32523	13735_0:000ada
93313at32523	13735_0:0040f9
93349at32523	13735_0:003146
93350at32523	13735_0:00343d
93446at32523	13735_0:00201a
93470at32523	13735_0:00020c
93479at32523	13735_0:00167a
93598at32523	13735_0:002dbd
93628at32523	13735_0:001f2e
93782at32523	13735_0:0003db
93889at32523	13735_0:00065c
93944at32523	13735_0:000313
93954at32523	13735_0:0045b5
93962at32523	13735_0:0042f7
93963at32523	13735_0:003dbb
9406at32523	13735_0:0048db
94146at32523	13735_0:001302
94161at32523	13735_0:00165d
94189at32523	13735_0:0000ed
94191at32523	13735_0:0021c8
94217at32523	13735_0:00180b
94346at32523	13735_0:002ece
94528at32523	13735_0:0037c4
94581at32523	13735_0:0048a0
94614at32523	13735_0:0022fe
94793at32523	13735_0:003838
94920at32523	13735_0:003f3e
94978at32523	13735_0:004361
95045at32523	13735_0:0032e8
95186at32523	13735_0:00250d
95210at32523	13735_0:001181
95300at32523	13735_0:003c35
95391at32523	13735_0:0048c8
95397at32523	13735_0:00383b
95561at32523	13735_0:0044a2
95675at32523	13735_0:0044fc
95804at32523	13735_0:000d6b
95836at32523	13735_0:004968
96094at32523	13735_0:003c9e
96102at32523	13735_0:0021b2
96102at32523	13735_0:0021b5
96523at32523	13735_0:001cd4
96535at32523	13735_0:001dbb
96539at32523	13735_0:000627
96667at32523	13735_0:002e9a
96674at32523	13735_0:003ff7
96677at32523	13735_0:003811
96762at32523	13735_0:003f51
96847at32523	13735_0:0022e6
96913at32523	13735_0:004143
96931at32523	13735_0:0010d0
96935at32523	13735_0:003670
96968at32523	13735_0:00206c
97017at32523	13735_0:000b91
97050at32523	13735_0:000bb9
97094at32523	13735_0:002283
97103at32523	13735_0:002a55
97127at32523	13735_0:000285
97153at32523	13735_0:001719
97286at32523	13735_0:002dcd
97344at32523	13735_0:00183f
9751at32523	13735_0:0028e8
97583at32523	13735_0:000d38
97729at32523	13735_0:00277b
97735at32523	13735_0:001f52
97737at32523	13735_0:0011a0
97737at32523	13735_0:0011bb
97847at32523	13735_0:003504
98018at32523	13735_0:0030cc
98057at32523	13735_0:00265a
98114at32523	13735_0:00303b
98125at32523	13735_0:001eb3
98143at32523	13735_0:001f9c
98164at32523	13735_0:002fd3
98191at32523	13735_0:0042d2
98271at32523	13735_0:000652
98495at32523	13735_0:000d35
98553at32523	13735_0:003545
98588at32523	13735_0:003148
98614at32523	13735_0:002e66
98617at32523	13735_0:002184
98722at32523	13735_0:003ea0
98815at32523	13735_0:0003e7
98972at32523	13735_0:001f81
99023at32523	13735_0:00172e
99102at32523	13735_0:004a6d
99127at32523	13735_0:0049c0
99258at32523	13735_0:00025c
99380at32523	13735_0:002159
99410at32523	13735_0:000b2d
99446at32523	13735_0:00150c
99448at32523	13735_0:003ed4
99453at32523	13735_0:002f2f
99455at32523	13735_0:00247f
99607at32523	13735_0:002c1a
99669at32523	13735_0:001bee
99714at32523	13735_0:000b31
99735at32523	13735_0:000a0d
99739at32523	13735_0:000514
99743at32523	13735_0:001632
99861at32523	13735_0:000aac
99895at32523	13735_0:002ed9
