100073at32523	8478_0:000611
72222at32523	8478_0:004624
72279at32523	8478_0:0015f5
72292at32523	8478_0:005165
72399at32523	8478_0:004e0c
72414at32523	8478_0:001ed0
72486at32523	8478_0:004ef0
72496at32523	8478_0:004af4
72515at32523	8478_0:0009ca
72534at32523	8478_0:0024c5
72646at32523	8478_0:00521e
72650at32523	8478_0:002abe
72657at32523	8478_0:001b99
72659at32523	8478_0:00416c
72772at32523	8478_0:0005cc
72921at32523	8478_0:004fe9
72976at32523	8478_0:004b67
73013at32523	8478_0:0051f4
73148at32523	8478_0:0012ac
73178at32523	8478_0:0043d4
73297at32523	8478_0:005180
7335at32523	8478_0:004dd3
73451at32523	8478_0:004394
73551at32523	8478_0:004450
73623at32523	8478_0:0013d3
73696at32523	8478_0:000fa5
73730at32523	8478_0:0043d0
73741at32523	8478_0:0021a6
73843at32523	8478_0:002c6d
74047at32523	8478_0:0013dc
74051at32523	8478_0:000110
74051at32523	8478_0:003a28
74059at32523	8478_0:0001c5
74062at32523	8478_0:00484a
7416at32523	8478_0:00465c
74208at32523	8478_0:000cb5
74212at32523	8478_0:0001f0
74212at32523	8478_0:001469
74351at32523	8478_0:00283d
74369at32523	8478_0:00165e
74386at32523	8478_0:005191
74405at32523	8478_0:0000f7
7454at32523	8478_0:00142d
74571at32523	8478_0:004bc7
74589at32523	8478_0:000df4
74660at32523	8478_0:0009fd
74845at32523	8478_0:0003eb
74846at32523	8478_0:002ca8
74848at32523	8478_0:005206
75085at32523	8478_0:000f0d
75106at32523	8478_0:0009cf
75159at32523	8478_0:0041be
75221at32523	8478_0:001af8
75314at32523	8478_0:002e41
75470at32523	8478_0:004ec8
75521at32523	8478_0:00427c
75528at32523	8478_0:00091c
75577at32523	8478_0:00396e
75602at32523	8478_0:004327
75645at32523	8478_0:002332
75693at32523	8478_0:0020ee
75700at32523	8478_0:0000fa
75753at32523	8478_0:000629
76116at32523	8478_0:001364
76117at32523	8478_0:004d1f
76120at32523	8478_0:001362
76122at32523	8478_0:001324
76123at32523	8478_0:000128
76244at32523	8478_0:002321
76356at32523	8478_0:003eed
76356at32523	8478_0:0041f9
76357at32523	8478_0:001746
76401at32523	8478_0:004eb7
76408at32523	8478_0:001ab7
7640at32523	8478_0:00194c
76421at32523	8478_0:0051b8
7650at32523	8478_0:004ce0
76539at32523	8478_0:002eaf
76590at32523	8478_0:0006fa
76638at32523	8478_0:00418b
76649at32523	8478_0:0047e1
76673at32523	8478_0:0044a9
7668at32523	8478_0:0051ae
76700at32523	8478_0:002304
76719at32523	8478_0:000fde
76721at32523	8478_0:0045d8
76762at32523	8478_0:0046e9
76807at32523	8478_0:000293
76828at32523	8478_0:001573
76884at32523	8478_0:000d73
76969at32523	8478_0:005055
77073at32523	8478_0:0002ce
7708at32523	8478_0:004def
77165at32523	8478_0:001306
77174at32523	8478_0:001496
771at32523	8478_0:000c51
77335at32523	8478_0:0051b6
77387at32523	8478_0:001a12
77410at32523	8478_0:000312
77440at32523	8478_0:00266f
77527at32523	8478_0:000cf7
77749at32523	8478_0:001796
77786at32523	8478_0:000c53
77878at32523	8478_0:00045d
77894at32523	8478_0:00010a
7794at32523	8478_0:000251
77972at32523	8478_0:00403e
77972at32523	8478_0:004db5
77974at32523	8478_0:0036c2
78134at32523	8478_0:001d1a
78163at32523	8478_0:002f6e
78175at32523	8478_0:0014a0
78178at32523	8478_0:004e73
78244at32523	8478_0:000574
78281at32523	8478_0:00058c
78429at32523	8478_0:0022ad
78469at32523	8478_0:000e36
78484at32523	8478_0:000581
78490at32523	8478_0:0047ec
78541at32523	8478_0:000f24
78579at32523	8478_0:004eaf
78600at32523	8478_0:0027c9
78675at32523	8478_0:000565
78693at32523	8478_0:00421f
78746at32523	8478_0:002096
78793at32523	8478_0:004e09
78816at32523	8478_0:001ca4
78827at32523	8478_0:00077a
78888at32523	8478_0:0045cb
78906at32523	8478_0:002635
78906at32523	8478_0:003d8b
78944at32523	8478_0:005108
79065at32523	8478_0:00014e
79210at32523	8478_0:000517
79372at32523	8478_0:004e02
79430at32523	8478_0:004611
79536at32523	8478_0:00011e
7966at32523	8478_0:0006f3
79679at32523	8478_0:004e49
79726at32523	8478_0:0002ae
79747at32523	8478_0:0048ce
79888at32523	8478_0:004c18
80110at32523	8478_0:004a87
80113at32523	8478_0:004175
80222at32523	8478_0:004b13
80223at32523	8478_0:00260a
80230at32523	8478_0:004e3d
80341at32523	8478_0:00021a
80443at32523	8478_0:0003c9
80447at32523	8478_0:0016d8
80456at32523	8478_0:0020ec
80534at32523	8478_0:001701
80601at32523	8478_0:0029cf
80695at32523	8478_0:004e3e
80718at32523	8478_0:003439
80751at32523	8478_0:00049c
80876at32523	8478_0:004583
80900at32523	8478_0:002c29
80907at32523	8478_0:000467
80941at32523	8478_0:000ae3
8095at32523	8478_0:004a2c
80962at32523	8478_0:001341
80992at32523	8478_0:000f13
81029at32523	8478_0:002a33
81076at32523	8478_0:00318c
81150at32523	8478_0:0020ba
81152at32523	8478_0:00114f
8118at32523	8478_0:00099f
81228at32523	8478_0:001a8b
81244at32523	8478_0:001ab9
81302at32523	8478_0:004cb7
81311at32523	8478_0:005210
81322at32523	8478_0:0027ad
81334at32523	8478_0:002126
81392at32523	8478_0:000eaf
8142at32523	8478_0:0016da
81563at32523	8478_0:001c2f
81579at32523	8478_0:0021cd
81724at32523	8478_0:001f05
81731at32523	8478_0:001cd7
81829at32523	8478_0:004f41
81880at32523	8478_0:004502
81921at32523	8478_0:0051ca
81944at32523	8478_0:00214c
82024at32523	8478_0:001be4
82205at32523	8478_0:002eae
82211at32523	8478_0:00428f
82231at32523	8478_0:001f07
82302at32523	8478_0:00240f
82303at32523	8478_0:0009ed
82304at32523	8478_0:001e42
82309at32523	8478_0:0003e4
82312at32523	8478_0:0008f7
82360at32523	8478_0:0009d7
8240at32523	8478_0:000d59
82500at32523	8478_0:0027c2
82616at32523	8478_0:0008cc
82619at32523	8478_0:000124
82622at32523	8478_0:001383
82692at32523	8478_0:002613
82763at32523	8478_0:004263
82934at32523	8478_0:000f27
82937at32523	8478_0:0014a3
83044at32523	8478_0:004619
83154at32523	8478_0:0033c4
83209at32523	8478_0:001397
83248at32523	8478_0:000788
83291at32523	8478_0:0046ef
83399at32523	8478_0:0050ae
83442at32523	8478_0:00012d
83450at32523	8478_0:000831
83582at32523	8478_0:000c24
83640at32523	8478_0:000e41
83668at32523	8478_0:0015f8
83687at32523	8478_0:000f78
83688at32523	8478_0:001169
83722at32523	8478_0:000cf3
83777at32523	8478_0:0016de
83849at32523	8478_0:001d27
83928at32523	8478_0:001d94
84004at32523	8478_0:0011d5
84023at32523	8478_0:002e57
8402at32523	8478_0:0005d8
84030at32523	8478_0:0031ba
84044at32523	8478_0:0034a0
84120at32523	8478_0:002dae
84134at32523	8478_0:000fec
84256at32523	8478_0:001a55
84282at32523	8478_0:003343
84377at32523	8478_0:0049e8
84404at32523	8478_0:0036c5
84445at32523	8478_0:000307
84549at32523	8478_0:001bc7
84623at32523	8478_0:00039d
84637at32523	8478_0:0040f2
84647at32523	8478_0:00284d
84744at32523	8478_0:001a69
84771at32523	8478_0:004b75
84779at32523	8478_0:000ae4
84782at32523	8478_0:000b4e
84864at32523	8478_0:00295f
84938at32523	8478_0:003040
84990at32523	8478_0:0046a5
85010at32523	8478_0:002910
85149at32523	8478_0:000b0e
85312at32523	8478_0:00146a
85343at32523	8478_0:0010bf
85369at32523	8478_0:001bc9
85369at32523	8478_0:001bd6
85385at32523	8478_0:0017d2
85454at32523	8478_0:003c86
85468at32523	8478_0:00109d
85488at32523	8478_0:002b20
85494at32523	8478_0:0017d0
8558at32523	8478_0:000882
85639at32523	8478_0:000785
85696at32523	8478_0:004ba3
85704at32523	8478_0:004a41
85705at32523	8478_0:000930
85708at32523	8478_0:0027fe
85712at32523	8478_0:00136c
8575at32523	8478_0:003539
85827at32523	8478_0:0049ca
85843at32523	8478_0:002194
85859at32523	8478_0:002129
86079at32523	8478_0:004c69
86167at32523	8478_0:004ab5
86173at32523	8478_0:004adf
86203at32523	8478_0:004274
86367at32523	8478_0:000f1f
86390at32523	8478_0:004a0e
86470at32523	8478_0:003af0
86470at32523	8478_0:004a84
86704at32523	8478_0:002170
86715at32523	8478_0:0028db
87016at32523	8478_0:0051b5
87110at32523	8478_0:00255b
87199at32523	8478_0:0020d8
87304at32523	8478_0:000b01
87325at32523	8478_0:002717
87409at32523	8478_0:002e0f
87494at32523	8478_0:004200
87557at32523	8478_0:000df6
87557at32523	8478_0:000e3a
87559at32523	8478_0:0040eb
87561at32523	8478_0:002707
87594at32523	8478_0:001840
87602at32523	8478_0:000623
87612at32523	8478_0:002573
87645at32523	8478_0:004f68
87735at32523	8478_0:000f22
87777at32523	8478_0:00481a
87782at32523	8478_0:004de2
87859at32523	8478_0:000af6
87897at32523	8478_0:0019e3
87951at32523	8478_0:00064b
87993at32523	8478_0:0002d3
87998at32523	8478_0:000e62
88030at32523	8478_0:000afc
88032at32523	8478_0:001be1
88099at32523	8478_0:0047f0
88360at32523	8478_0:004365
88370at32523	8478_0:001195
88380at32523	8478_0:002b82
88505at32523	8478_0:0019bb
88527at32523	8478_0:004687
88530at32523	8478_0:002aaa
88543at32523	8478_0:0040ca
88613at32523	8478_0:00104c
88654at32523	8478_0:0017b5
88745at32523	8478_0:00105f
88759at32523	8478_0:001bec
88771at32523	8478_0:004421
88798at32523	8478_0:002219
88801at32523	8478_0:002778
88805at32523	8478_0:001595
88806at32523	8478_0:0051ff
88807at32523	8478_0:0008bc
88808at32523	8478_0:000677
88809at32523	8478_0:0007b5
88879at32523	8478_0:000552
88939at32523	8478_0:004ac5
88940at32523	8478_0:00210e
89111at32523	8478_0:001c0b
89146at32523	8478_0:000fdb
89208at32523	8478_0:004ab0
89398at32523	8478_0:0027db
89470at32523	8478_0:001b86
89516at32523	8478_0:00128e
89533at32523	8478_0:0046a0
89606at32523	8478_0:002606
89660at32523	8478_0:0007cc
89676at32523	8478_0:001caa
89794at32523	8478_0:0014ec
89853at32523	8478_0:002797
89875at32523	8478_0:0011ed
89910at32523	8478_0:00464a
89925at32523	8478_0:0029c4
89939at32523	8478_0:004d20
89944at32523	8478_0:004823
90019at32523	8478_0:0040a9
9015at32523	8478_0:0047f7
90233at32523	8478_0:003985
9028at32523	8478_0:00200a
90405at32523	8478_0:000199
90571at32523	8478_0:0015d0
90623at32523	8478_0:004121
90638at32523	8478_0:0009b1
90652at32523	8478_0:00102e
9072at32523	8478_0:000b5b
90752at32523	8478_0:00299d
90755at32523	8478_0:004d93
90775at32523	8478_0:00226c
91010at32523	8478_0:002484
91015at32523	8478_0:005203
91024at32523	8478_0:000b11
91026at32523	8478_0:0000c8
91040at32523	8478_0:002345
91043at32523	8478_0:005181
91084at32523	8478_0:00194a
91107at32523	8478_0:00325e
91147at32523	8478_0:00087b
91212at32523	8478_0:004473
91390at32523	8478_0:000033
91565at32523	8478_0:003273
91600at32523	8478_0:0001cc
91605at32523	8478_0:001569
91609at32523	8478_0:00121e
91631at32523	8478_0:000460
91656at32523	8478_0:004fd6
91728at32523	8478_0:000ed8
91732at32523	8478_0:00142e
91904at32523	8478_0:00270d
92004at32523	8478_0:000f77
92017at32523	8478_0:00088c
92115at32523	8478_0:0015d4
92296at32523	8478_0:00468b
92317at32523	8478_0:000450
92336at32523	8478_0:0007ac
92357at32523	8478_0:00518d
92478at32523	8478_0:005145
92493at32523	8478_0:002966
92495at32523	8478_0:002891
92675at32523	8478_0:00102d
92683at32523	8478_0:002f63
92700at32523	8478_0:00479d
92714at32523	8478_0:00186f
92810at32523	8478_0:00134d
9283at32523	8478_0:004952
92842at32523	8478_0:003270
92861at32523	8478_0:002f25
92890at32523	8478_0:0008fd
92893at32523	8478_0:002026
92917at32523	8478_0:001608
92962at32523	8478_0:004f7e
93080at32523	8478_0:001c30
93139at32523	8478_0:004912
93141at32523	8478_0:000576
93143at32523	8478_0:004ff0
93188at32523	8478_0:001ac4
93219at32523	8478_0:000851
93246at32523	8478_0:001958
93313at32523	8478_0:004cb4
93349at32523	8478_0:004afb
93350at32523	8478_0:001b27
93446at32523	8478_0:00036a
93470at32523	8478_0:005113
93479at32523	8478_0:001873
93598at32523	8478_0:0047dc
93628at32523	8478_0:0013a4
93782at32523	8478_0:00440e
93889at32523	8478_0:004be8
93944at32523	8478_0:001b9a
93954at32523	8478_0:0022c0
93962at32523	8478_0:0007c2
93963at32523	8478_0:002347
9406at32523	8478_0:00423a
94146at32523	8478_0:0009a0
94161at32523	8478_0:0023fd
94161at32523	8478_0:003b61
94189at32523	8478_0:000d7a
94191at32523	8478_0:004ed0
94217at32523	8478_0:001d16
94346at32523	8478_0:00142a
94528at32523	8478_0:000760
94581at32523	8478_0:001a04
94614at32523	8478_0:004da1
94620at32523	8478_0:000deb
94793at32523	8478_0:00046f
94920at32523	8478_0:00415a
94978at32523	8478_0:002507
95045at32523	8478_0:00291d
95186at32523	8478_0:002222
95186at32523	8478_0:0028e6
95210at32523	8478_0:0027e5
95300at32523	8478_0:000e81
95391at32523	8478_0:00429a
95391at32523	8478_0:004661
95397at32523	8478_0:000551
95561at32523	8478_0:0007f9
95675at32523	8478_0:004cc5
95804at32523	8478_0:000c2d
95836at32523	8478_0:005064
96094at32523	8478_0:0051be
96102at32523	8478_0:002438
96523at32523	8478_0:000af9
96535at32523	8478_0:002193
96539at32523	8478_0:0017e2
96667at32523	8478_0:00298f
96674at32523	8478_0:000731
96677at32523	8478_0:00491c
96762at32523	8478_0:001827
96847at32523	8478_0:004665
96913at32523	8478_0:0051b7
96931at32523	8478_0:00413c
96935at32523	8478_0:00039e
96968at32523	8478_0:00113a
97017at32523	8478_0:004a93
97050at32523	8478_0:0049d7
97094at32523	8478_0:004ef4
97103at32523	8478_0:004e8a
97127at32523	8478_0:002408
97153at32523	8478_0:004422
97286at32523	8478_0:0047d9
97344at32523	8478_0:00037b
9751at32523	8478_0:004ffd
97583at32523	8478_0:004b9e
97729at32523	8478_0:001a60
97735at32523	8478_0:004c49
97737at32523	8478_0:000006
97847at32523	8478_0:002820
98018at32523	8478_0:0023c4
98057at32523	8478_0:0009de
98114at32523	8478_0:00280f
98125at32523	8478_0:0015f0
98143at32523	8478_0:005198
98164at32523	8478_0:001d15
98191at32523	8478_0:0008a6
98271at32523	8478_0:004bec
98495at32523	8478_0:004b0c
98553at32523	8478_0:000f25
98588at32523	8478_0:0047e4
98614at32523	8478_0:002aad
98617at32523	8478_0:000464
98722at32523	8478_0:002a2e
98815at32523	8478_0:00148b
98972at32523	8478_0:004c06
99023at32523	8478_0:00442d
99102at32523	8478_0:0050df
99127at32523	8478_0:004111
99258at32523	8478_0:001df6
99380at32523	8478_0:0008c5
99410at32523	8478_0:004760
99446at32523	8478_0:002ffb
99448at32523	8478_0:0016e5
99453at32523	8478_0:002da8
99455at32523	8478_0:000cfe
99607at32523	8478_0:0003fa
99669at32523	8478_0:004627
99714at32523	8478_0:00472a
99735at32523	8478_0:000235
99739at32523	8478_0:0051a2
99743at32523	8478_0:0004ed
99861at32523	8478_0:0026b7
99895at32523	8478_0:0013d2
