100073at32523	1415176_0:003aa1
49491at32523	1415176_0:0018d8
49499at32523	1415176_0:001d1b
49559at32523	1415176_0:00269d
49590at32523	1415176_0:003dcb
49619at32523	1415176_0:001773
49624at32523	1415176_0:001486
49624at32523	1415176_0:003dee
49652at32523	1415176_0:0006ec
49676at32523	1415176_0:0035f1
49681at32523	1415176_0:00113f
49691at32523	1415176_0:0020fc
49999at32523	1415176_0:00263a
50089at32523	1415176_0:001c03
50089at32523	1415176_0:0035c7
50206at32523	1415176_0:0015ca
50548at32523	1415176_0:000981
50632at32523	1415176_0:000130
50637at32523	1415176_0:00133c
50847at32523	1415176_0:00042c
50971at32523	1415176_0:004436
51084at32523	1415176_0:002467
51212at32523	1415176_0:0003e0
51223at32523	1415176_0:002685
51611at32523	1415176_0:001e8e
51621at32523	1415176_0:00403e
51776at32523	1415176_0:0018ac
51849at32523	1415176_0:00162b
51854at32523	1415176_0:000adc
51856at32523	1415176_0:00045d
51860at32523	1415176_0:000233
52041at32523	1415176_0:002a62
5204at32523	1415176_0:001931
52086at32523	1415176_0:0018ed
52169at32523	1415176_0:0010a9
5220at32523	1415176_0:00388a
52256at32523	1415176_0:0011c0
52305at32523	1415176_0:0032dd
52390at32523	1415176_0:003f5b
52438at32523	1415176_0:0027d8
52531at32523	1415176_0:000227
52558at32523	1415176_0:003b80
52562at32523	1415176_0:000502
52566at32523	1415176_0:000fd8
52590at32523	1415176_0:00288b
52652at32523	1415176_0:000ddc
52868at32523	1415176_0:000ebe
52870at32523	1415176_0:00269f
52987at32523	1415176_0:000bda
53009at32523	1415176_0:000cd9
53019at32523	1415176_0:001437
53191at32523	1415176_0:000151
53251at32523	1415176_0:002663
53271at32523	1415176_0:000a12
53317at32523	1415176_0:003552
53386at32523	1415176_0:002260
53426at32523	1415176_0:002228
53439at32523	1415176_0:001ac3
5343at32523	1415176_0:003802
53535at32523	1415176_0:002dd2
53634at32523	1415176_0:004110
53673at32523	1415176_0:001dde
53783at32523	1415176_0:0024eb
53844at32523	1415176_0:003ed9
53851at32523	1415176_0:0022a3
53925at32523	1415176_0:003d0a
54011at32523	1415176_0:001dd3
54120at32523	1415176_0:0005fa
54252at32523	1415176_0:002f02
54262at32523	1415176_0:0001fc
54322at32523	1415176_0:000d44
54352at32523	1415176_0:0012ec
54439at32523	1415176_0:003aea
54502at32523	1415176_0:0024b4
54646at32523	1415176_0:0003d0
54695at32523	1415176_0:004372
55092at32523	1415176_0:0050dd
55368at32523	1415176_0:001d28
55373at32523	1415176_0:0008eb
55391at32523	1415176_0:0034f6
55435at32523	1415176_0:002b33
55532at32523	1415176_0:000bcb
55565at32523	1415176_0:000bea
55566at32523	1415176_0:00041f
55586at32523	1415176_0:00039d
55636at32523	1415176_0:004017
55672at32523	1415176_0:00158d
55777at32523	1415176_0:00449f
55876at32523	1415176_0:0028fc
55885at32523	1415176_0:001778
55910at32523	1415176_0:002f9f
55951at32523	1415176_0:002695
56111at32523	1415176_0:000611
56119at32523	1415176_0:000864
56260at32523	1415176_0:000dad
56267at32523	1415176_0:000cbc
56400at32523	1415176_0:001a73
56494at32523	1415176_0:002ab5
56506at32523	1415176_0:001d3a
56591at32523	1415176_0:0035c4
56641at32523	1415176_0:003b7c
56672at32523	1415176_0:0007a1
56679at32523	1415176_0:0018df
56686at32523	1415176_0:003cfe
56858at32523	1415176_0:000833
57115at32523	1415176_0:00413b
57116at32523	1415176_0:003cf2
57120at32523	1415176_0:0012c0
57153at32523	1415176_0:001461
57197at32523	1415176_0:00259a
57198at32523	1415176_0:00121a
57204at32523	1415176_0:0024b6
57529at32523	1415176_0:00117f
57640at32523	1415176_0:002de6
57678at32523	1415176_0:000d57
57694at32523	1415176_0:00259f
57805at32523	1415176_0:0006d1
57813at32523	1415176_0:00127b
57825at32523	1415176_0:003565
57831at32523	1415176_0:00106d
57935at32523	1415176_0:000dca
58065at32523	1415176_0:000fc4
58083at32523	1415176_0:000188
58083at32523	1415176_0:0001ac
58140at32523	1415176_0:001dc6
58163at32523	1415176_0:002553
58258at32523	1415176_0:000e8b
58295at32523	1415176_0:00260f
58304at32523	1415176_0:003923
58318at32523	1415176_0:0006c3
58398at32523	1415176_0:0027a7
58545at32523	1415176_0:000d9e
58545at32523	1415176_0:000d9f
58546at32523	1415176_0:002590
58582at32523	1415176_0:000536
5875at32523	1415176_0:002bd9
58859at32523	1415176_0:0005a1
58864at32523	1415176_0:0025e5
58880at32523	1415176_0:000ff0
58898at32523	1415176_0:00178b
58990at32523	1415176_0:000481
59046at32523	1415176_0:0008d4
59212at32523	1415176_0:00026d
59232at32523	1415176_0:00141e
59383at32523	1415176_0:001903
59442at32523	1415176_0:0011c2
59498at32523	1415176_0:00405b
59637at32523	1415176_0:001e63
59642at32523	1415176_0:002f7f
59688at32523	1415176_0:004102
59704at32523	1415176_0:0016cb
59718at32523	1415176_0:00261c
59812at32523	1415176_0:001526
59900at32523	1415176_0:001b15
59906at32523	1415176_0:001b54
59907at32523	1415176_0:00151a
59938at32523	1415176_0:00055f
60104at32523	1415176_0:003568
60108at32523	1415176_0:001c23
60204at32523	1415176_0:00223a
60274at32523	1415176_0:001f8e
60356at32523	1415176_0:002b59
60364at32523	1415176_0:000afb
60376at32523	1415176_0:000e24
60413at32523	1415176_0:0034c0
60514at32523	1415176_0:002686
60551at32523	1415176_0:002239
6055at32523	1415176_0:0026e7
60565at32523	1415176_0:00006b
60588at32523	1415176_0:003b22
60601at32523	1415176_0:00312f
60659at32523	1415176_0:0002a0
60727at32523	1415176_0:0032c8
60779at32523	1415176_0:0000f7
60890at32523	1415176_0:001552
60892at32523	1415176_0:002a3c
61087at32523	1415176_0:0000b3
61142at32523	1415176_0:000bcc
61154at32523	1415176_0:00436a
61250at32523	1415176_0:0011dc
61328at32523	1415176_0:00477d
61328at32523	1415176_0:004950
61329at32523	1415176_0:00321a
61510at32523	1415176_0:002a39
61513at32523	1415176_0:0023b4
61513at32523	1415176_0:004833
61594at32523	1415176_0:001a95
61620at32523	1415176_0:000bd3
61625at32523	1415176_0:004f84
61625at32523	1415176_0:004ff3
61626at32523	1415176_0:0042b4
61630at32523	1415176_0:003454
61638at32523	1415176_0:0004c2
61708at32523	1415176_0:0027d7
61791at32523	1415176_0:001ccc
61878at32523	1415176_0:003203
61899at32523	1415176_0:003d29
61999at32523	1415176_0:0005ce
62039at32523	1415176_0:003dfb
62044at32523	1415176_0:000824
62159at32523	1415176_0:002f52
62209at32523	1415176_0:000de9
62220at32523	1415176_0:0000ee
62240at32523	1415176_0:0006bd
62267at32523	1415176_0:00039e
62409at32523	1415176_0:004045
62495at32523	1415176_0:00216e
62513at32523	1415176_0:001bb6
62528at32523	1415176_0:00068f
62579at32523	1415176_0:003117
62580at32523	1415176_0:003a5f
62592at32523	1415176_0:00026b
62738at32523	1415176_0:00297f
62739at32523	1415176_0:0020b7
6290at32523	1415176_0:002a15
63020at32523	1415176_0:0039e7
63076at32523	1415176_0:003baf
63225at32523	1415176_0:0014bc
63280at32523	1415176_0:001b63
63294at32523	1415176_0:0036f5
63382at32523	1415176_0:00359f
63388at32523	1415176_0:002579
63695at32523	1415176_0:004178
63752at32523	1415176_0:003bfa
63823at32523	1415176_0:000c16
63845at32523	1415176_0:00291e
64069at32523	1415176_0:0051cc
64071at32523	1415176_0:003833
64072at32523	1415176_0:00432a
6412at32523	1415176_0:003884
64182at32523	1415176_0:001416
64217at32523	1415176_0:003d72
64224at32523	1415176_0:003df1
64249at32523	1415176_0:003e69
6438at32523	1415176_0:000883
64483at32523	1415176_0:000ca4
64518at32523	1415176_0:0023ee
64620at32523	1415176_0:0036f4
64751at32523	1415176_0:001ca0
64758at32523	1415176_0:0023c9
64762at32523	1415176_0:00267d
64788at32523	1415176_0:0006bb
64841at32523	1415176_0:0034c8
64854at32523	1415176_0:0013eb
64993at32523	1415176_0:001e31
65021at32523	1415176_0:000541
65069at32523	1415176_0:0003d1
65096at32523	1415176_0:003d99
65110at32523	1415176_0:0042c5
65113at32523	1415176_0:0005ba
65197at32523	1415176_0:002c97
65291at32523	1415176_0:0009a5
65318at32523	1415176_0:003197
65447at32523	1415176_0:001505
65570at32523	1415176_0:001033
65633at32523	1415176_0:000999
65634at32523	1415176_0:001e86
6566at32523	1415176_0:0019e0
65760at32523	1415176_0:0008bc
65795at32523	1415176_0:00374f
65795at32523	1415176_0:004654
65800at32523	1415176_0:00041d
65904at32523	1415176_0:0011f4
65935at32523	1415176_0:0021d2
65939at32523	1415176_0:001956
65940at32523	1415176_0:0029e6
66028at32523	1415176_0:003abc
66052at32523	1415176_0:00344d
66052at32523	1415176_0:00503e
66067at32523	1415176_0:002af7
66116at32523	1415176_0:002dee
66162at32523	1415176_0:0014e4
66188at32523	1415176_0:000557
66292at32523	1415176_0:00353f
66317at32523	1415176_0:0032c0
66392at32523	1415176_0:00035d
663at32523	1415176_0:00053f
6641at32523	1415176_0:001b78
66496at32523	1415176_0:0041e1
66615at32523	1415176_0:001f7b
66632at32523	1415176_0:002405
66698at32523	1415176_0:000311
66845at32523	1415176_0:0008c3
66856at32523	1415176_0:004323
66945at32523	1415176_0:00220e
66990at32523	1415176_0:003e79
66at32523	1415176_0:0014d7
67102at32523	1415176_0:001b25
6711at32523	1415176_0:0014c1
67130at32523	1415176_0:0038c7
67177at32523	1415176_0:001e1f
67240at32523	1415176_0:0011d1
67254at32523	1415176_0:001518
67260at32523	1415176_0:003186
67312at32523	1415176_0:00002f
67374at32523	1415176_0:000ffa
67423at32523	1415176_0:002708
675at32523	1415176_0:002bff
67670at32523	1415176_0:0027da
67676at32523	1415176_0:00151f
67678at32523	1415176_0:00166b
67681at32523	1415176_0:001736
67700at32523	1415176_0:002001
67732at32523	1415176_0:0008c0
67743at32523	1415176_0:003171
67853at32523	1415176_0:00412e
67877at32523	1415176_0:002add
67906at32523	1415176_0:00105e
67909at32523	1415176_0:003bb8
68248at32523	1415176_0:000e9d
68252at32523	1415176_0:000ed5
68351at32523	1415176_0:000ce5
68412at32523	1415176_0:00084d
68436at32523	1415176_0:0004be
68460at32523	1415176_0:0024d4
68503at32523	1415176_0:00309f
68556at32523	1415176_0:000ad2
68680at32523	1415176_0:003f16
68693at32523	1415176_0:002b00
68718at32523	1415176_0:00290b
68738at32523	1415176_0:000a63
68740at32523	1415176_0:0029d2
68749at32523	1415176_0:000e0b
68749at32523	1415176_0:003dca
6878at32523	1415176_0:00022d
6879at32523	1415176_0:001a31
68803at32523	1415176_0:002a6b
68803at32523	1415176_0:002ab4
68830at32523	1415176_0:0017a9
68947at32523	1415176_0:003912
6895at32523	1415176_0:002a13
68984at32523	1415176_0:000c0b
68984at32523	1415176_0:001ddb
69006at32523	1415176_0:000092
69050at32523	1415176_0:003bf4
69067at32523	1415176_0:00323e
69201at32523	1415176_0:0006fc
69226at32523	1415176_0:0033e3
69228at32523	1415176_0:0023fd
6923at32523	1415176_0:003b3f
69364at32523	1415176_0:00256b
69417at32523	1415176_0:001b57
69465at32523	1415176_0:003252
69531at32523	1415176_0:0002a5
69566at32523	1415176_0:0011ac
69618at32523	1415176_0:00071e
69690at32523	1415176_0:000a69
69720at32523	1415176_0:002990
69748at32523	1415176_0:0013f1
69828at32523	1415176_0:0007c9
69828at32523	1415176_0:0007df
69999at32523	1415176_0:000666
70008at32523	1415176_0:002640
7001at32523	1415176_0:0031e3
70026at32523	1415176_0:0021de
70037at32523	1415176_0:000f72
70049at32523	1415176_0:001488
70270at32523	1415176_0:0008c2
70301at32523	1415176_0:000a64
7033at32523	1415176_0:003cb5
70364at32523	1415176_0:0024b0
70364at32523	1415176_0:002996
70489at32523	1415176_0:003fc9
70548at32523	1415176_0:002314
70556at32523	1415176_0:001ef4
70563at32523	1415176_0:0004d9
70578at32523	1415176_0:00324a
70607at32523	1415176_0:00093c
7066at32523	1415176_0:0004cf
70807at32523	1415176_0:003430
70811at32523	1415176_0:002c3f
71170at32523	1415176_0:0020e3
71190at32523	1415176_0:0030cb
71190at32523	1415176_0:00371c
71192at32523	1415176_0:0013f7
71241at32523	1415176_0:0020a2
71322at32523	1415176_0:000882
71347at32523	1415176_0:0038d1
71347at32523	1415176_0:004405
71364at32523	1415176_0:003374
71388at32523	1415176_0:0002dd
71466at32523	1415176_0:000661
71584at32523	1415176_0:0039a7
71587at32523	1415176_0:00406f
71596at32523	1415176_0:00043e
71664at32523	1415176_0:0033bc
71669at32523	1415176_0:002e5e
71741at32523	1415176_0:002ab7
71760at32523	1415176_0:000ca5
71859at32523	1415176_0:002904
71868at32523	1415176_0:00212a
72036at32523	1415176_0:0008ee
72139at32523	1415176_0:000468
72210at32523	1415176_0:0042b7
72215at32523	1415176_0:002b9a
72222at32523	1415176_0:003b2f
72279at32523	1415176_0:001985
72292at32523	1415176_0:000522
72399at32523	1415176_0:003988
72414at32523	1415176_0:001ffb
72486at32523	1415176_0:000ec1
72496at32523	1415176_0:00019d
72496at32523	1415176_0:0001a1
72515at32523	1415176_0:001a6c
72534at32523	1415176_0:0037ec
72646at32523	1415176_0:003da7
72650at32523	1415176_0:001734
72657at32523	1415176_0:003269
72659at32523	1415176_0:000ce7
72772at32523	1415176_0:00029f
72921at32523	1415176_0:0015ae
72976at32523	1415176_0:0009f2
73013at32523	1415176_0:0004c8
73148at32523	1415176_0:00283d
73178at32523	1415176_0:0018ea
73297at32523	1415176_0:003702
7335at32523	1415176_0:0029b3
73451at32523	1415176_0:00084c
73551at32523	1415176_0:000d41
73623at32523	1415176_0:000973
73696at32523	1415176_0:001c7a
73730at32523	1415176_0:0018fd
73741at32523	1415176_0:000a26
73843at32523	1415176_0:001090
74047at32523	1415176_0:002f4c
74051at32523	1415176_0:0018c0
74059at32523	1415176_0:001560
74062at32523	1415176_0:003bd8
7416at32523	1415176_0:00152c
74208at32523	1415176_0:002458
74212at32523	1415176_0:000d2d
74351at32523	1415176_0:001356
74369at32523	1415176_0:002658
74386at32523	1415176_0:0011d0
74405at32523	1415176_0:00077f
7454at32523	1415176_0:000978
74571at32523	1415176_0:0009a3
74589at32523	1415176_0:002535
74660at32523	1415176_0:002db9
74845at32523	1415176_0:00175b
74846at32523	1415176_0:000800
74848at32523	1415176_0:003dbe
75085at32523	1415176_0:0006de
75106at32523	1415176_0:000ddf
75159at32523	1415176_0:000dbc
75221at32523	1415176_0:0007cd
75221at32523	1415176_0:0007e0
75314at32523	1415176_0:001566
75470at32523	1415176_0:001de6
75521at32523	1415176_0:000e5f
75528at32523	1415176_0:0003bc
75577at32523	1415176_0:000b58
75602at32523	1415176_0:003a23
75645at32523	1415176_0:00150a
75693at32523	1415176_0:00037f
75700at32523	1415176_0:000775
75753at32523	1415176_0:000907
76116at32523	1415176_0:002255
76117at32523	1415176_0:003488
76120at32523	1415176_0:0027de
76120at32523	1415176_0:00486e
76122at32523	1415176_0:002264
76123at32523	1415176_0:002c6a
76123at32523	1415176_0:004947
76244at32523	1415176_0:003fa7
76356at32523	1415176_0:004210
76357at32523	1415176_0:00014a
76401at32523	1415176_0:0015c1
76408at32523	1415176_0:002832
7640at32523	1415176_0:003c94
76421at32523	1415176_0:002da5
7650at32523	1415176_0:000669
76539at32523	1415176_0:002a71
76590at32523	1415176_0:000f9b
76638at32523	1415176_0:001dfc
76649at32523	1415176_0:002b5d
76673at32523	1415176_0:000d43
7668at32523	1415176_0:004350
76700at32523	1415176_0:001757
76719at32523	1415176_0:000c58
76721at32523	1415176_0:003638
76762at32523	1415176_0:0039a3
76807at32523	1415176_0:0007f5
76828at32523	1415176_0:00052c
76884at32523	1415176_0:0033c1
76969at32523	1415176_0:003f22
77073at32523	1415176_0:002de7
7708at32523	1415176_0:0023cc
77165at32523	1415176_0:0027dc
77174at32523	1415176_0:0031c3
771at32523	1415176_0:002fbe
771at32523	1415176_0:005146
77335at32523	1415176_0:004351
77387at32523	1415176_0:00211b
77410at32523	1415176_0:0007f6
77440at32523	1415176_0:000e15
77527at32523	1415176_0:000bb7
77749at32523	1415176_0:000eac
77786at32523	1415176_0:002fc3
77878at32523	1415176_0:0040d3
77894at32523	1415176_0:003cfb
7794at32523	1415176_0:0043fe
77972at32523	1415176_0:0033e9
77974at32523	1415176_0:000eba
77974at32523	1415176_0:000ebd
78134at32523	1415176_0:0009ff
78163at32523	1415176_0:00090d
78175at32523	1415176_0:0031c9
78178at32523	1415176_0:002abb
78244at32523	1415176_0:00028c
78281at32523	1415176_0:0008e4
78429at32523	1415176_0:003d54
78469at32523	1415176_0:00404c
78484at32523	1415176_0:0041a4
78490at32523	1415176_0:000444
78541at32523	1415176_0:0006dd
78579at32523	1415176_0:0008b8
78600at32523	1415176_0:0038e1
78675at32523	1415176_0:000b0f
78693at32523	1415176_0:000e4c
78746at32523	1415176_0:0019f5
78793at32523	1415176_0:0023ba
78816at32523	1415176_0:0041e0
78827at32523	1415176_0:0040c6
78888at32523	1415176_0:0036a5
78906at32523	1415176_0:001a84
78944at32523	1415176_0:001e25
79065at32523	1415176_0:001d7c
79210at32523	1415176_0:000d61
79372at32523	1415176_0:0033ee
79430at32523	1415176_0:00354e
79430at32523	1415176_0:004a16
79430at32523	1415176_0:004c7f
79430at32523	1415176_0:004f09
79536at32523	1415176_0:002b24
7966at32523	1415176_0:0005af
79679at32523	1415176_0:002abd
79726at32523	1415176_0:0043e5
79747at32523	1415176_0:000393
79888at32523	1415176_0:0023f8
80110at32523	1415176_0:00114f
80113at32523	1415176_0:0015fe
80222at32523	1415176_0:003791
80223at32523	1415176_0:002278
80230at32523	1415176_0:0033ec
80341at32523	1415176_0:00033e
80443at32523	1415176_0:0020b9
80447at32523	1415176_0:0004a8
80456at32523	1415176_0:00215f
80534at32523	1415176_0:00093b
80601at32523	1415176_0:00081f
80695at32523	1415176_0:0033d6
80718at32523	1415176_0:003a54
80718at32523	1415176_0:00470d
80751at32523	1415176_0:0010a0
80876at32523	1415176_0:0006ea
80900at32523	1415176_0:00064d
80907at32523	1415176_0:0020b8
80941at32523	1415176_0:004365
8095at32523	1415176_0:000fe3
80962at32523	1415176_0:000c3b
80992at32523	1415176_0:0028c7
81029at32523	1415176_0:003cb1
81076at32523	1415176_0:0015a3
81150at32523	1415176_0:001a0f
81152at32523	1415176_0:001e3a
8118at32523	1415176_0:000dd6
81228at32523	1415176_0:001368
81244at32523	1415176_0:000b3a
81302at32523	1415176_0:003567
81311at32523	1415176_0:003db6
81322at32523	1415176_0:002ce4
81334at32523	1415176_0:003867
81392at32523	1415176_0:0029be
8142at32523	1415176_0:0004a6
81563at32523	1415176_0:003050
81579at32523	1415176_0:00234c
81724at32523	1415176_0:0034fe
81731at32523	1415176_0:00443d
81829at32523	1415176_0:002d23
81880at32523	1415176_0:0016e9
81921at32523	1415176_0:003f97
81944at32523	1415176_0:003edf
82024at32523	1415176_0:0012bb
82205at32523	1415176_0:0001db
82211at32523	1415176_0:003678
82231at32523	1415176_0:003502
82302at32523	1415176_0:001983
82303at32523	1415176_0:000c12
82304at32523	1415176_0:003244
82309at32523	1415176_0:002c8e
82312at32523	1415176_0:001b60
82360at32523	1415176_0:0028ac
8240at32523	1415176_0:001479
82500at32523	1415176_0:003226
82616at32523	1415176_0:000c5d
82619at32523	1415176_0:002022
82622at32523	1415176_0:000c44
82692at32523	1415176_0:002270
82692at32523	1415176_0:004f4f
82763at32523	1415176_0:00312d
82934at32523	1415176_0:0028c1
82934at32523	1415176_0:004c47
82937at32523	1415176_0:0031bf
83044at32523	1415176_0:003b33
83154at32523	1415176_0:00350b
83248at32523	1415176_0:000570
83291at32523	1415176_0:004542
83399at32523	1415176_0:0047d0
83442at32523	1415176_0:001d7f
83450at32523	1415176_0:0036c0
83582at32523	1415176_0:002fbd
83640at32523	1415176_0:003b78
83668at32523	1415176_0:0036fc
83687at32523	1415176_0:000c9f
83688at32523	1415176_0:003326
83722at32523	1415176_0:000bb0
83777at32523	1415176_0:0004a4
83849at32523	1415176_0:0042d3
83928at32523	1415176_0:0045fb
83928at32523	1415176_0:004620
84004at32523	1415176_0:0015e5
84023at32523	1415176_0:0035ef
8402at32523	1415176_0:00059c
84030at32523	1415176_0:002aa1
84044at32523	1415176_0:004f5c
84120at32523	1415176_0:0016bb
84134at32523	1415176_0:000c53
84256at32523	1415176_0:000125
84282at32523	1415176_0:0041fb
84377at32523	1415176_0:0034ec
84404at32523	1415176_0:00193b
84445at32523	1415176_0:000794
84549at32523	1415176_0:0031da
84623at32523	1415176_0:002e1b
84637at32523	1415176_0:00008d
84647at32523	1415176_0:0042a2
84744at32523	1415176_0:000b6a
84771at32523	1415176_0:002705
84779at32523	1415176_0:0029e8
84782at32523	1415176_0:003739
84864at32523	1415176_0:000b18
84938at32523	1415176_0:0025d5
84990at32523	1415176_0:0002b2
85010at32523	1415176_0:003719
85149at32523	1415176_0:002c74
85312at32523	1415176_0:001dc1
85343at32523	1415176_0:00038e
85369at32523	1415176_0:0031d4
85385at32523	1415176_0:00113d
85454at32523	1415176_0:003082
85468at32523	1415176_0:0009a8
85488at32523	1415176_0:00433a
85494at32523	1415176_0:001139
8558at32523	1415176_0:000a6d
85639at32523	1415176_0:003926
85696at32523	1415176_0:003f75
85704at32523	1415176_0:000fe5
85705at32523	1415176_0:000dd8
85708at32523	1415176_0:0019a8
85712at32523	1415176_0:002257
8575at32523	1415176_0:000ccb
85827at32523	1415176_0:001eed
85843at32523	1415176_0:0029d4
85859at32523	1415176_0:003863
86079at32523	1415176_0:002f6e
86167at32523	1415176_0:0000ba
86173at32523	1415176_0:003b5c
86203at32523	1415176_0:003121
86367at32523	1415176_0:00070c
86390at32523	1415176_0:001002
86470at32523	1415176_0:001010
86704at32523	1415176_0:00179f
86715at32523	1415176_0:0042bd
87016at32523	1415176_0:002550
87110at32523	1415176_0:0025eb
87199at32523	1415176_0:0048a6
87304at32523	1415176_0:000f69
87325at32523	1415176_0:002989
87409at32523	1415176_0:000ea6
87494at32523	1415176_0:00065c
87559at32523	1415176_0:000095
87561at32523	1415176_0:000dc2
87594at32523	1415176_0:003037
87602at32523	1415176_0:000211
87612at32523	1415176_0:0022f4
87645at32523	1415176_0:002434
87735at32523	1415176_0:0028c2
87777at32523	1415176_0:002dcd
87782at32523	1415176_0:000695
87859at32523	1415176_0:000f5f
87897at32523	1415176_0:000cf7
87897at32523	1415176_0:002cda
87951at32523	1415176_0:000f92
87993at32523	1415176_0:000847
87998at32523	1415176_0:003b81
88030at32523	1415176_0:001d13
88032at32523	1415176_0:001fe2
88032at32523	1415176_0:004043
88099at32523	1415176_0:0009f0
88360at32523	1415176_0:003948
88370at32523	1415176_0:003fb6
88380at32523	1415176_0:001378
88505at32523	1415176_0:004074
88527at32523	1415176_0:000ce0
88530at32523	1415176_0:002ca5
88543at32523	1415176_0:00211e
88613at32523	1415176_0:0002e1
88654at32523	1415176_0:002236
88745at32523	1415176_0:004319
88759at32523	1415176_0:0012ba
88771at32523	1415176_0:001831
88798at32523	1415176_0:001a33
88801at32523	1415176_0:003192
88805at32523	1415176_0:003998
88806at32523	1415176_0:00072d
88807at32523	1415176_0:00250c
88807at32523	1415176_0:00479e
88808at32523	1415176_0:000101
88809at32523	1415176_0:0021c2
88879at32523	1415176_0:00301f
88939at32523	1415176_0:000277
88940at32523	1415176_0:000270
89111at32523	1415176_0:000634
89146at32523	1415176_0:000c5b
89208at32523	1415176_0:003b61
89398at32523	1415176_0:00241b
89470at32523	1415176_0:001db2
89516at32523	1415176_0:0023dc
89533at32523	1415176_0:0002a4
89606at32523	1415176_0:001530
89660at32523	1415176_0:001f5d
89676at32523	1415176_0:004202
89794at32523	1415176_0:0030ef
89853at32523	1415176_0:0033ae
89875at32523	1415176_0:002e20
89910at32523	1415176_0:0026fe
89925at32523	1415176_0:000818
89939at32523	1415176_0:002366
89944at32523	1415176_0:000c6d
90019at32523	1415176_0:000064
9015at32523	1415176_0:003c0c
90233at32523	1415176_0:002c6f
9028at32523	1415176_0:00125c
90405at32523	1415176_0:003c18
90571at32523	1415176_0:003480
90623at32523	1415176_0:00007e
90638at32523	1415176_0:001cb7
90652at32523	1415176_0:0002c8
9072at32523	1415176_0:003749
90752at32523	1415176_0:003a5b
90755at32523	1415176_0:0010d5
90775at32523	1415176_0:002bb2
91010at32523	1415176_0:000b05
91015at32523	1415176_0:003dc3
91024at32523	1415176_0:001d0a
91026at32523	1415176_0:0015b8
91040at32523	1415176_0:003ffc
91043at32523	1415176_0:003df6
91084at32523	1415176_0:001728
91107at32523	1415176_0:00437b
91147at32523	1415176_0:0028e0
91212at32523	1415176_0:0025e1
91390at32523	1415176_0:001b0e
91565at32523	1415176_0:0039a6
91600at32523	1415176_0:0018bc
91605at32523	1415176_0:000af4
91609at32523	1415176_0:0039c9
91631at32523	1415176_0:0027ab
91656at32523	1415176_0:001ff8
91728at32523	1415176_0:004424
91732at32523	1415176_0:00097a
91904at32523	1415176_0:002959
92004at32523	1415176_0:001c8e
92017at32523	1415176_0:0028e6
92115at32523	1415176_0:00347a
92296at32523	1415176_0:002362
92317at32523	1415176_0:001fd7
92336at32523	1415176_0:001861
92357at32523	1415176_0:002551
92478at32523	1415176_0:0020e7
92493at32523	1415176_0:000610
92495at32523	1415176_0:0041d5
92675at32523	1415176_0:0002ce
92683at32523	1415176_0:003e51
92697at32523	1415176_0:000ce2
92700at32523	1415176_0:000a46
92714at32523	1415176_0:0036fe
92810at32523	1415176_0:003f61
9283at32523	1415176_0:0015f4
92842at32523	1415176_0:000fc8
92861at32523	1415176_0:002760
92890at32523	1415176_0:000dd5
92893at32523	1415176_0:000f2f
92917at32523	1415176_0:0036f3
92962at32523	1415176_0:003e1d
93080at32523	1415176_0:002221
93139at32523	1415176_0:0015c3
93141at32523	1415176_0:0020c1
93143at32523	1415176_0:003e22
93188at32523	1415176_0:001c3e
93219at32523	1415176_0:002bdf
93246at32523	1415176_0:003225
93313at32523	1415176_0:003564
93349at32523	1415176_0:000181
93349at32523	1415176_0:0001ca
93350at32523	1415176_0:002062
93446at32523	1415176_0:0002b6
93470at32523	1415176_0:003cc8
93479at32523	1415176_0:003035
93598at32523	1415176_0:003bd2
93628at32523	1415176_0:0005bb
93782at32523	1415176_0:001750
93889at32523	1415176_0:002312
93944at32523	1415176_0:002d82
93954at32523	1415176_0:003d6c
93962at32523	1415176_0:000cbb
93963at32523	1415176_0:003fff
9406at32523	1415176_0:000e46
94146at32523	1415176_0:002477
94161at32523	1415176_0:0003d7
94189at32523	1415176_0:001f32
94191at32523	1415176_0:000c07
94217at32523	1415176_0:001761
94346at32523	1415176_0:000956
94528at32523	1415176_0:002af3
94581at32523	1415176_0:002113
94614at32523	1415176_0:00202e
94620at32523	1415176_0:00233c
94793at32523	1415176_0:000cc7
94920at32523	1415176_0:000f74
94978at32523	1415176_0:000bce
95045at32523	1415176_0:001322
95186at32523	1415176_0:0016b3
95210at32523	1415176_0:001ffc
95300at32523	1415176_0:00442a
95391at32523	1415176_0:002a95
95397at32523	1415176_0:000cc0
95561at32523	1415176_0:002ee8
95675at32523	1415176_0:00061f
95804at32523	1415176_0:003ecc
95836at32523	1415176_0:001ac1
96094at32523	1415176_0:0011cc
96102at32523	1415176_0:002288
96102at32523	1415176_0:00309a
96523at32523	1415176_0:001776
96535at32523	1415176_0:003472
96539at32523	1415176_0:000469
96667at32523	1415176_0:00238c
96674at32523	1415176_0:001517
96762at32523	1415176_0:00161b
96847at32523	1415176_0:00163e
96913at32523	1415176_0:002552
96913at32523	1415176_0:002da2
96931at32523	1415176_0:004104
96935at32523	1415176_0:000ada
96968at32523	1415176_0:0018b6
97017at32523	1415176_0:00100a
97050at32523	1415176_0:0034f9
97094at32523	1415176_0:0008d8
97103at32523	1415176_0:0023bd
97127at32523	1415176_0:003bf1
97153at32523	1415176_0:00184f
97286at32523	1415176_0:003bd3
